"ANNREF","CANTON","CANTON_MOD","CANTON_LIB","RA_3010_DIM2","RA_3010_DIM2_MOD","RA_3010_DIM2_LIB","RA_3010_DIM3","RA_3010_DIM3_MOD","RA_3010_DIM3_LIB","N118","N118_MOD","N118_LIB","N118.1","N118_MOD.1","N118_LIB.1","N027","N027_MOD","N027_LIB","VALEUR","QUALITE","�..NOM"
2010,"CANTON","2A48","2A48 - Santa-Maria-Siché","Cheptel",13,"Poulets de chair et coq","Taille du troupeau",1,"Ensemble","Classe d'importance de l'exploitation",0.12,"Moyennes et grandes exploitations","Classe d'importance de l'exploitation",0.12,"Moyennes et grandes exploitations","Groupe d'indicateurs",40,"Cheptel",NA,"NON","RA_3010"
2010,"CANTON","2A48","2A48 - Santa-Maria-Siché","Cheptel",13,"Poulets de chair et coq","Taille du troupeau",3,"Dont 1 à 39 têtes (total bovins)","Classe d'importance de l'exploitation",0,"Ensemble des exploitations (hors pacages collectifs)","Classe d'importance de l'exploitation",0,"Ensemble des exploitations (hors pacages collectifs)","Groupe d'indicateurs",10.01,"Exploitation",3,"OUI","RA_3010"
2010,"CANTON","2A48","2A48 - Santa-Maria-Siché","Cheptel",13,"Poulets de chair et coq","Taille du troupeau",3,"Dont 1 à 39 têtes (total bovins)","Classe d'importance de l'exploitation",0,"Ensemble des exploitations (hors pacages collectifs)","Classe d'importance de l'exploitation",0,"Ensemble des exploitations (hors pacages collectifs)","Groupe d'indicateurs",40,"Cheptel",17,"OUI","RA_3010"
2010,"CANTON","2A48","2A48 - Santa-Maria-Siché","Cheptel",13,"Poulets de chair et coq","Taille du troupeau",3,"Dont 1 à 39 têtes (total bovins)","Classe d'importance de l'exploitation",0.11,"Petites exploitations","Classe d'importance de l'exploitation",0.11,"Petites exploitations","Groupe d'indicateurs",10.01,"Exploitation",NA,"NON","RA_3010"
2010,"CANTON","2A48","2A48 - Santa-Maria-Siché","Cheptel",13,"Poulets de chair et coq","Taille du troupeau",3,"Dont 1 à 39 têtes (total bovins)","Classe d'importance de l'exploitation",0.11,"Petites exploitations","Classe d'importance de l'exploitation",0.11,"Petites exploitations","Groupe d'indicateurs",40,"Cheptel",NA,"NON","RA_3010"
2010,"CANTON","2A48","2A48 - Santa-Maria-Siché","Cheptel",13,"Poulets de chair et coq","Taille du troupeau",3,"Dont 1 à 39 têtes (total bovins)","Classe d'importance de l'exploitation",0.12,"Moyennes et grandes exploitations","Classe d'importance de l'exploitation",0.12,"Moyennes et grandes exploitations","Groupe d'indicateurs",10.01,"Exploitation",NA,"NON","RA_3010"
2010,"CANTON","2A48","2A48 - Santa-Maria-Siché","Cheptel",13,"Poulets de chair et coq","Taille du troupeau",3,"Dont 1 à 39 têtes (total bovins)","Classe d'importance de l'exploitation",0.12,"Moyennes et grandes exploitations","Classe d'importance de l'exploitation",0.12,"Moyennes et grandes exploitations","Groupe d'indicateurs",40,"Cheptel",NA,"NON","RA_3010"
2010,"CANTON","2A51","2A51 - Cruzini-Cinarca","Cheptel",1,"Total Bovins","Taille du troupeau",1,"Ensemble","Classe d'importance de l'exploitation",0,"Ensemble des exploitations (hors pacages collectifs)","Classe d'importance de l'exploitation",0,"Ensemble des exploitations (hors pacages collectifs)","Groupe d'indicateurs",10.01,"Exploitation",31,"OUI","RA_3010"
2010,"CANTON","2A51","2A51 - Cruzini-Cinarca","Cheptel",1,"Total Bovins","Taille du troupeau",1,"Ensemble","Classe d'importance de l'exploitation",0,"Ensemble des exploitations (hors pacages collectifs)","Classe d'importance de l'exploitation",0,"Ensemble des exploitations (hors pacages collectifs)","Groupe d'indicateurs",40,"Cheptel",1518,"OUI","RA_3010"
2010,"CANTON","2A51","2A51 - Cruzini-Cinarca","Cheptel",1,"Total Bovins","Taille du troupeau",1,"Ensemble","Classe d'importance de l'exploitation",0.11,"Petites exploitations","Classe d'importance de l'exploitation",0.11,"Petites exploitations","Groupe d'indicateurs",10.01,"Exploitation",18,"OUI","RA_3010"
2010,"CANTON","2A51","2A51 - Cruzini-Cinarca","Cheptel",1,"Total Bovins","Taille du troupeau",1,"Ensemble","Classe d'importance de l'exploitation",0.11,"Petites exploitations","Classe d'importance de l'exploitation",0.11,"Petites exploitations","Groupe d'indicateurs",40,"Cheptel",817,"OUI","RA_3010"
2010,"CANTON","2A51","2A51 - Cruzini-Cinarca","Cheptel",1,"Total Bovins","Taille du troupeau",1,"Ensemble","Classe d'importance de l'exploitation",0.12,"Moyennes et grandes exploitations","Classe d'importance de l'exploitation",0.12,"Moyennes et grandes exploitations","Groupe d'indicateurs",10.01,"Exploitation",13,"OUI","RA_3010"
2010,"CANTON","2A51","2A51 - Cruzini-Cinarca","Cheptel",1,"Total Bovins","Taille du troupeau",1,"Ensemble","Classe d'importance de l'exploitation",0.12,"Moyennes et grandes exploitations","Classe d'importance de l'exploitation",0.12,"Moyennes et grandes exploitations","Groupe d'indicateurs",40,"Cheptel",701,"OUI","RA_3010"
2010,"CANTON","2A51","2A51 - Cruzini-Cinarca","Cheptel",1,"Total Bovins","Taille du troupeau",3,"Dont 1 à 39 têtes (total bovins)","Classe d'importance de l'exploitation",0,"Ensemble des exploitations (hors pacages collectifs)","Classe d'importance de l'exploitation",0,"Ensemble des exploitations (hors pacages collectifs)","Groupe d'indicateurs",10.01,"Exploitation",NA,"OUI","RA_3010"
2010,"CANTON","2A51","2A51 - Cruzini-Cinarca","Cheptel",1,"Total Bovins","Taille du troupeau",3,"Dont 1 à 39 têtes (total bovins)","Classe d'importance de l'exploitation",0,"Ensemble des exploitations (hors pacages collectifs)","Classe d'importance de l'exploitation",0,"Ensemble des exploitations (hors pacages collectifs)","Groupe d'indicateurs",40,"Cheptel",NA,"OUI","RA_3010"
2010,"CANTON","2A51","2A51 - Cruzini-Cinarca","Cheptel",1,"Total Bovins","Taille du troupeau",3,"Dont 1 à 39 têtes (total bovins)","Classe d'importance de l'exploitation",0.11,"Petites exploitations","Classe d'importance de l'exploitation",0.11,"Petites exploitations","Groupe d'indicateurs",10.01,"Exploitation",8,"OUI","RA_3010"
2010,"CANTON","2A51","2A51 - Cruzini-Cinarca","Cheptel",1,"Total Bovins","Taille du troupeau",3,"Dont 1 à 39 têtes (total bovins)","Classe d'importance de l'exploitation",0.11,"Petites exploitations","Classe d'importance de l'exploitation",0.11,"Petites exploitations","Groupe d'indicateurs",40,"Cheptel",200,"OUI","RA_3010"
2010,"CANTON","2A51","2A51 - Cruzini-Cinarca","Cheptel",1,"Total Bovins","Taille du troupeau",3,"Dont 1 à 39 têtes (total bovins)","Classe d'importance de l'exploitation",0.12,"Moyennes et grandes exploitations","Classe d'importance de l'exploitation",0.12,"Moyennes et grandes exploitations","Groupe d'indicateurs",10.01,"Exploitation",NA,"OUI","RA_3010"
2010,"CANTON","2A51","2A51 - Cruzini-Cinarca","Cheptel",1,"Total Bovins","Taille du troupeau",3,"Dont 1 à 39 têtes (total bovins)","Classe d'importance de l'exploitation",0.12,"Moyennes et grandes exploitations","Classe d'importance de l'exploitation",0.12,"Moyennes et grandes exploitations","Groupe d'indicateurs",40,"Cheptel",NA,"OUI","RA_3010"
2010,"CANTON","2A51","2A51 - Cruzini-Cinarca","Cheptel",1,"Total Bovins","Taille du troupeau",5,"Dont 100 têtes ou plus (total bovins)","Classe d'importance de l'exploitation",0,"Ensemble des exploitations (hors pacages collectifs)","Classe d'importance de l'exploitation",0,"Ensemble des exploitations (hors pacages collectifs)","Groupe d'indicateurs",10.01,"Exploitation",NA,"NON","RA_3010"
2010,"CANTON","2A51","2A51 - Cruzini-Cinarca","Cheptel",1,"Total Bovins","Taille du troupeau",5,"Dont 100 têtes ou plus (total bovins)","Classe d'importance de l'exploitation",0,"Ensemble des exploitations (hors pacages collectifs)","Classe d'importance de l'exploitation",0,"Ensemble des exploitations (hors pacages collectifs)","Groupe d'indicateurs",40,"Cheptel",NA,"NON","RA_3010"
2010,"CANTON","2A51","2A51 - Cruzini-Cinarca","Cheptel",1,"Total Bovins","Taille du troupeau",5,"Dont 100 têtes ou plus (total bovins)","Classe d'importance de l'exploitation",0.12,"Moyennes et grandes exploitations","Classe d'importance de l'exploitation",0.12,"Moyennes et grandes exploitations","Groupe d'indicateurs",10.01,"Exploitation",NA,"NON","RA_3010"
2010,"CANTON","2A51","2A51 - Cruzini-Cinarca","Cheptel",1,"Total Bovins","Taille du troupeau",5,"Dont 100 têtes ou plus (total bovins)","Classe d'importance de l'exploitation",0.12,"Moyennes et grandes exploitations","Classe d'importance de l'exploitation",0.12,"Moyennes et grandes exploitations","Groupe d'indicateurs",40,"Cheptel",NA,"NON","RA_3010"
2010,"CANTON","2A51","2A51 - Cruzini-Cinarca","Cheptel",2,"Total Vaches","Taille du troupeau",1,"Ensemble","Classe d'importance de l'exploitation",0,"Ensemble des exploitations (hors pacages collectifs)","Classe d'importance de l'exploitation",0,"Ensemble des exploitations (hors pacages collectifs)","Groupe d'indicateurs",10.01,"Exploitation",31,"OUI","RA_3010"
2010,"CANTON","2A51","2A51 - Cruzini-Cinarca","Cheptel",2,"Total Vaches","Taille du troupeau",1,"Ensemble","Classe d'importance de l'exploitation",0,"Ensemble des exploitations (hors pacages collectifs)","Classe d'importance de l'exploitation",0,"Ensemble des exploitations (hors pacages collectifs)","Groupe d'indicateurs",40,"Cheptel",887,"OUI","RA_3010"
2010,"CANTON","2A51","2A51 - Cruzini-Cinarca","Cheptel",2,"Total Vaches","Taille du troupeau",1,"Ensemble","Classe d'importance de l'exploitation",0.11,"Petites exploitations","Classe d'importance de l'exploitation",0.11,"Petites exploitations","Groupe d'indicateurs",10.01,"Exploitation",18,"OUI","RA_3010"
2010,"CANTON","2A51","2A51 - Cruzini-Cinarca","Cheptel",2,"Total Vaches","Taille du troupeau",1,"Ensemble","Classe d'importance de l'exploitation",0.11,"Petites exploitations","Classe d'importance de l'exploitation",0.11,"Petites exploitations","Groupe d'indicateurs",40,"Cheptel",489,"OUI","RA_3010"
2010,"CANTON","2A51","2A51 - Cruzini-Cinarca","Cheptel",2,"Total Vaches","Taille du troupeau",1,"Ensemble","Classe d'importance de l'exploitation",0.12,"Moyennes et grandes exploitations","Classe d'importance de l'exploitation",0.12,"Moyennes et grandes exploitations","Groupe d'indicateurs",10.01,"Exploitation",13,"OUI","RA_3010"
2010,"CANTON","2A51","2A51 - Cruzini-Cinarca","Cheptel",2,"Total Vaches","Taille du troupeau",1,"Ensemble","Classe d'importance de l'exploitation",0.12,"Moyennes et grandes exploitations","Classe d'importance de l'exploitation",0.12,"Moyennes et grandes exploitations","Groupe d'indicateurs",40,"Cheptel",398,"OUI","RA_3010"
2010,"CANTON","2A51","2A51 - Cruzini-Cinarca","Cheptel",2,"Total Vaches","Taille du troupeau",2,"Dont 1 à 19 têtes (vaches, chèvres, brebis nourrices, porcs, truies, poulets)","Classe d'importance de l'exploitation",0,"Ensemble des exploitations (hors pacages collectifs)","Classe d'importance de l'exploitation",0,"Ensemble des exploitations (hors pacages collectifs)","Groupe d'indicateurs",10.01,"Exploitation",8,"OUI","RA_3010"
2010,"CANTON","2A51","2A51 - Cruzini-Cinarca","Cheptel",2,"Total Vaches","Taille du troupeau",2,"Dont 1 à 19 têtes (vaches, chèvres, brebis nourrices, porcs, truies, poulets)","Classe d'importance de l'exploitation",0,"Ensemble des exploitations (hors pacages collectifs)","Classe d'importance de l'exploitation",0,"Ensemble des exploitations (hors pacages collectifs)","Groupe d'indicateurs",40,"Cheptel",92,"OUI","RA_3010"
2010,"CANTON","2A51","2A51 - Cruzini-Cinarca","Cheptel",2,"Total Vaches","Taille du troupeau",2,"Dont 1 à 19 têtes (vaches, chèvres, brebis nourrices, porcs, truies, poulets)","Classe d'importance de l'exploitation",0.11,"Petites exploitations","Classe d'importance de l'exploitation",0.11,"Petites exploitations","Groupe d'indicateurs",10.01,"Exploitation",4,"OUI","RA_3010"
2010,"CANTON","2A51","2A51 - Cruzini-Cinarca","Cheptel",2,"Total Vaches","Taille du troupeau",2,"Dont 1 à 19 têtes (vaches, chèvres, brebis nourrices, porcs, truies, poulets)","Classe d'importance de l'exploitation",0.11,"Petites exploitations","Classe d'importance de l'exploitation",0.11,"Petites exploitations","Groupe d'indicateurs",40,"Cheptel",43,"OUI","RA_3010"
2010,"CANTON","2A51","2A51 - Cruzini-Cinarca","Cheptel",2,"Total Vaches","Taille du troupeau",2,"Dont 1 à 19 têtes (vaches, chèvres, brebis nourrices, porcs, truies, poulets)","Classe d'importance de l'exploitation",0.12,"Moyennes et grandes exploitations","Classe d'importance de l'exploitation",0.12,"Moyennes et grandes exploitations","Groupe d'indicateurs",10.01,"Exploitation",4,"OUI","RA_3010"
2010,"CANTON","2A51","2A51 - Cruzini-Cinarca","Cheptel",2,"Total Vaches","Taille du troupeau",2,"Dont 1 à 19 têtes (vaches, chèvres, brebis nourrices, porcs, truies, poulets)","Classe d'importance de l'exploitation",0.12,"Moyennes et grandes exploitations","Classe d'importance de l'exploitation",0.12,"Moyennes et grandes exploitations","Groupe d'indicateurs",40,"Cheptel",49,"OUI","RA_3010"
2010,"CANTON","2A51","2A51 - Cruzini-Cinarca","Cheptel",4,"Vaches allaitantes","Taille du troupeau",1,"Ensemble","Classe d'importance de l'exploitation",0,"Ensemble des exploitations (hors pacages collectifs)","Classe d'importance de l'exploitation",0,"Ensemble des exploitations (hors pacages collectifs)","Groupe d'indicateurs",10.01,"Exploitation",31,"OUI","RA_3010"
2010,"CANTON","2A51","2A51 - Cruzini-Cinarca","Cheptel",4,"Vaches allaitantes","Taille du troupeau",1,"Ensemble","Classe d'importance de l'exploitation",0,"Ensemble des exploitations (hors pacages collectifs)","Classe d'importance de l'exploitation",0,"Ensemble des exploitations (hors pacages collectifs)","Groupe d'indicateurs",40,"Cheptel",887,"OUI","RA_3010"
2010,"CANTON","2A51","2A51 - Cruzini-Cinarca","Cheptel",4,"Vaches allaitantes","Taille du troupeau",1,"Ensemble","Classe d'importance de l'exploitation",0.11,"Petites exploitations","Classe d'importance de l'exploitation",0.11,"Petites exploitations","Groupe d'indicateurs",10.01,"Exploitation",18,"OUI","RA_3010"
2010,"CANTON","2A51","2A51 - Cruzini-Cinarca","Cheptel",4,"Vaches allaitantes","Taille du troupeau",1,"Ensemble","Classe d'importance de l'exploitation",0.11,"Petites exploitations","Classe d'importance de l'exploitation",0.11,"Petites exploitations","Groupe d'indicateurs",40,"Cheptel",489,"OUI","RA_3010"
2010,"CANTON","2A51","2A51 - Cruzini-Cinarca","Cheptel",4,"Vaches allaitantes","Taille du troupeau",1,"Ensemble","Classe d'importance de l'exploitation",0.12,"Moyennes et grandes exploitations","Classe d'importance de l'exploitation",0.12,"Moyennes et grandes exploitations","Groupe d'indicateurs",10.01,"Exploitation",13,"OUI","RA_3010"
2010,"CANTON","2A51","2A51 - Cruzini-Cinarca","Cheptel",4,"Vaches allaitantes","Taille du troupeau",1,"Ensemble","Classe d'importance de l'exploitation",0.12,"Moyennes et grandes exploitations","Classe d'importance de l'exploitation",0.12,"Moyennes et grandes exploitations","Groupe d'indicateurs",40,"Cheptel",398,"OUI","RA_3010"
2010,"CANTON","2A51","2A51 - Cruzini-Cinarca","Cheptel",4,"Vaches allaitantes","Taille du troupeau",2,"Dont 1 à 19 têtes (vaches, chèvres, brebis nourrices, porcs, truies, poulets)","Classe d'importance de l'exploitation",0,"Ensemble des exploitations (hors pacages collectifs)","Classe d'importance de l'exploitation",0,"Ensemble des exploitations (hors pacages collectifs)","Groupe d'indicateurs",10.01,"Exploitation",8,"OUI","RA_3010"
2010,"CANTON","2A51","2A51 - Cruzini-Cinarca","Cheptel",4,"Vaches allaitantes","Taille du troupeau",2,"Dont 1 à 19 têtes (vaches, chèvres, brebis nourrices, porcs, truies, poulets)","Classe d'importance de l'exploitation",0,"Ensemble des exploitations (hors pacages collectifs)","Classe d'importance de l'exploitation",0,"Ensemble des exploitations (hors pacages collectifs)","Groupe d'indicateurs",40,"Cheptel",92,"OUI","RA_3010"
2010,"CANTON","2A51","2A51 - Cruzini-Cinarca","Cheptel",4,"Vaches allaitantes","Taille du troupeau",2,"Dont 1 à 19 têtes (vaches, chèvres, brebis nourrices, porcs, truies, poulets)","Classe d'importance de l'exploitation",0.11,"Petites exploitations","Classe d'importance de l'exploitation",0.11,"Petites exploitations","Groupe d'indicateurs",10.01,"Exploitation",4,"OUI","RA_3010"
2010,"CANTON","2A51","2A51 - Cruzini-Cinarca","Cheptel",4,"Vaches allaitantes","Taille du troupeau",2,"Dont 1 à 19 têtes (vaches, chèvres, brebis nourrices, porcs, truies, poulets)","Classe d'importance de l'exploitation",0.11,"Petites exploitations","Classe d'importance de l'exploitation",0.11,"Petites exploitations","Groupe d'indicateurs",40,"Cheptel",43,"OUI","RA_3010"
2010,"CANTON","2A51","2A51 - Cruzini-Cinarca","Cheptel",4,"Vaches allaitantes","Taille du troupeau",2,"Dont 1 à 19 têtes (vaches, chèvres, brebis nourrices, porcs, truies, poulets)","Classe d'importance de l'exploitation",0.12,"Moyennes et grandes exploitations","Classe d'importance de l'exploitation",0.12,"Moyennes et grandes exploitations","Groupe d'indicateurs",10.01,"Exploitation",4,"OUI","RA_3010"
2010,"CANTON","2A51","2A51 - Cruzini-Cinarca","Cheptel",4,"Vaches allaitantes","Taille du troupeau",2,"Dont 1 à 19 têtes (vaches, chèvres, brebis nourrices, porcs, truies, poulets)","Classe d'importance de l'exploitation",0.12,"Moyennes et grandes exploitations","Classe d'importance de l'exploitation",0.12,"Moyennes et grandes exploitations","Groupe d'indicateurs",40,"Cheptel",49,"OUI","RA_3010"
2010,"CANTON","2A51","2A51 - Cruzini-Cinarca","Cheptel",5,"Bovins d'un an ou plus","Taille du troupeau",1,"Ensemble","Classe d'importance de l'exploitation",0,"Ensemble des exploitations (hors pacages collectifs)","Classe d'importance de l'exploitation",0,"Ensemble des exploitations (hors pacages collectifs)","Groupe d'indicateurs",10.01,"Exploitation",29,"OUI","RA_3010"
2010,"CANTON","2A51","2A51 - Cruzini-Cinarca","Cheptel",5,"Bovins d'un an ou plus","Taille du troupeau",1,"Ensemble","Classe d'importance de l'exploitation",0,"Ensemble des exploitations (hors pacages collectifs)","Classe d'importance de l'exploitation",0,"Ensemble des exploitations (hors pacages collectifs)","Groupe d'indicateurs",40,"Cheptel",198,"OUI","RA_3010"
